Title,Avg,Total,Total_males,Total_Females,All_below_18,All_18_29,All_30_44,All_over_45,Males_below_18,Males_18_29,Males_30_44,Males_over_45,Females_below_18,Females_18_29,Females_30_44,Females_over_45,Title_ID,All_rank_below_18,All_rank_18_29,All_rank_30_44,All_rank_over_45,Males_rank_below_18,Males_rank_18_29,Males_rank_30_44,Males_rank_over_45,Females_rank_below_18,Females_rank_18_29,Females_rank_30_44,Females_rank_over_45
Barbie Big City Big Dreams,5.9,203,41,58,2,39,43,14,0,6,21,12,1,30,20,2,tt15053428,6.5,5.9,6.0,4.6,-,5.2,5.8,4.4,8.0,6.1,6.3,8.0
Blade Runner: The Final Cut,8.1,"742,250","465,926","62,993",276,"81,483","293,297","129,536",225,"68,640","256,166","111,982",36,"10,729","33,215","15,317",tt0083658,8.4,8.0,8.0,8.5,8.5,8.1,8.0,8.5,8.0,7.7,7.7,8.2
Brave Animated Series,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt17545256,0,0,0,0,0,0,0,0,0,0,0,0
Chappie,6.8,"245,115","164,645","22,747",60,"36,297","111,787","27,837",52,"30,549","97,168","24,437",5,"5,045","12,905","2,870",tt1823672,6.9,6.9,6.8,6.6,7.0,6.9,6.8,6.6,7.7,7.1,6.9,6.6
Clear and Present Danger,6.9,"97,267","66,507","6,295",16,"3,656","39,276","27,430",14,"3,286","36,127","24,014",2,292,"2,680","2,993",tt0109444,6.3,6.8,6.8,7.0,7.1,6.8,6.8,7.0,4.0,6.6,6.6,7.1
Cliffhanger,6.5,"127,415","91,510","7,081",11,"5,671","63,606","26,128",9,"5,115","58,909","23,432",1,451,"3,971","2,316",tt0106582,7.6,6.6,6.5,6.4,7.7,6.6,6.5,6.4,7.0,6.5,6.2,6.5
Cold Mountain,7.2,"146,682","82,586","33,513",13,"9,554","74,761","28,938",8,"5,483","52,019","22,218",4,"3,879","21,876","6,267",tt0159365,6.4,7.5,7.2,7.2,6.7,7.4,7.2,7.1,8.0,7.7,7.3,7.4
Crocodile Dundee in Los Angeles,4.8,"24,754","17,668","2,165",4,"1,774","12,152","5,449",4,"1,477","10,776","4,827",0,275,"1,257",548,tt0231402,4.8,5.1,4.8,4.8,4.8,5.1,4.8,4.8,-,5.4,5.0,5.1
Dear John,6.3,"146,340","50,753","59,132",32,"36,010","58,677","9,674",12,"12,475","29,093","6,071",16,"22,406","28,734","3,443",tt0989757,5.9,6.7,6.2,6.1,5.9,6.4,6.0,5.9,5.7,6.9,6.4,6.5
Do the Right Thing,7.9,"99,288","64,766","8,144",50,"12,044","41,465","17,265",40,"10,251","36,770","14,918",8,"1,497","4,156","2,092",tt0097216,8.8,8.2,7.9,7.7,8.8,8.3,7.9,7.7,9.2,8.0,7.7,7.7
"El patrón, radiografía de un crimen",7.3,"2,048","1,281",231,0,200,823,398,0,154,696,337,0,44,110,53,tt3854234,-,7.4,7.3,7.2,-,7.4,7.3,7.2,-,7.2,7.5,7.3
Extraction,6.7,"189,055","106,981","11,961",207,"27,585","62,279","18,430",165,"23,394","54,836","15,996",20,"2,623","5,839","1,903",tt8936646,6.9,6.7,6.7,6.7,7.1,6.7,6.7,6.7,4.8,6.6,6.6,6.7
Freedom Writers,7.6,"76,994","41,127","19,226",32,"12,928","36,633","8,722",19,"7,337","25,273","6,627",11,"5,257","10,981","1,946",tt0463998,7.5,7.8,7.5,7.4,7.2,7.6,7.4,7.3,8.2,8.1,7.7,7.6
Green Lantern,5.5,"279,987","195,232","31,603",101,"44,030","137,987","35,722",84,"35,715","118,118","30,923",10,"7,519","18,129","4,245",tt1133985,4.2,5.4,5.5,5.8,4.3,5.3,5.5,5.8,3.3,5.6,5.5,6.0
House Party,6.5,"14,726","8,587","1,653",2,542,"6,231","3,089",2,425,"5,205","2,563",0,107,964,489,tt0099800,6.5,6.7,6.4,6.3,6.5,6.6,6.4,6.2,-,6.9,6.9,6.7
House Party 2,5.2,"6,520","3,552",630,2,193,"2,652","1,178",1,144,"2,250","1,003",1,45,381,163,tt0102065,4.5,6.0,5.2,4.9,8.0,5.9,5.2,4.8,1.0,6.9,5.9,5.6
House Party 3,4.6,"5,250","2,759",605,0,222,"2,093",944,0,163,"1,717",772,0,56,362,164,tt0110064,-,4.9,4.5,4.2,-,4.7,4.4,4.1,-,6.2,5.3,5.1
How to Be a Cowboy,6.9,145,58,19,0,13,42,18,0,6,35,14,0,7,7,4,tt13438900,-,8.2,6.7,5.4,-,6.6,6.5,5.9,-,9.6,7.6,7.0
HQ Barbers,6.3,"31,066","19,054","3,337",5,"2,351","14,178","5,154",4,"1,875","12,120","4,233",1,418,"1,904",836,tt0303714,6.6,6.5,6.2,6.4,7.2,6.5,6.2,6.4,8.0,6.8,6.3,6.8
I Got the Hook Up,4.1,"2,263","1,508",220,0,85,"1,151",421,0,74,"1,011",351,0,9,133,67,tt0131436,-,5.3,4.0,3.7,-,5.3,3.9,3.6,-,3.7,5.0,5.0
In Too Deep,6.2,"6,576","4,442",575,4,200,"3,350","1,283",1,154,"3,013","1,082",3,42,310,184,tt0160401,5.8,6.5,6.2,6.0,10.0,6.5,6.2,6.0,4.3,6.6,6.3,6.5
Initial D,8.5,"3,001","1,850",134,2,552,"1,115",174,2,491,"1,027",154,0,36,72,16,tt0385426,9.5,8.7,8.3,7.9,9.5,8.7,8.3,7.9,-,8.5,7.9,7.8
Janoskians: Untold and Untrue,4.3,160,49,46,0,39,30,17,0,14,19,12,0,25,11,5,tt4841640,-,4.9,2.4,4.3,-,3.2,2.5,3.9,-,7.0,2.9,10.0
Kid-E-Cats,6.8,94,34,13,0,4,34,4,0,2,25,4,0,2,9,0,tt7038964,-,8.3,7.4,3.0,-,7.5,7.3,3.0,-,10.0,8.2,-
Kuroko's Basketball,8.3,"7,731","3,374",750,25,"2,014","1,529",135,17,"1,527","1,273",114,6,407,221,18,tt2348803,7.4,8.5,8.1,7.6,8.3,8.4,8.1,7.6,5.6,8.6,7.8,8.1
Labyrinth,7.3,"133,017","70,468","30,523",44,"10,762","64,246","22,386",22,"6,126","43,698","17,373",21,"4,347","19,704","4,681",tt0091369,7.0,7.1,7.4,7.1,6.6,6.9,7.2,7.0,7.4,7.5,7.9,7.8
Letters to Juliet,6.5,"98,370","29,446","47,060",16,"21,523","42,055","9,988",3,"4,808","16,992","6,209",7,"16,199","24,498","3,609",tt0892318,6.5,6.9,6.4,6.4,5.7,6.4,6.2,6.3,7.1,7.1,6.6,6.8
Level 16,6.1,"10,545","4,740","2,007",6,"1,003","3,188","2,105",2,511,"2,182","1,592",3,418,923,459,tt4006302,6.7,6.2,5.9,6.0,7.5,6.2,5.8,6.0,6.7,6.4,6.2,6.3
Love Don't Cost a Thing,5.2,"8,670","4,291","1,727",1,849,"4,018",970,0,491,"2,871",758,1,339,"1,106",198,tt0337592,1.0,5.7,5.1,4.6,-,5.6,5.1,4.5,1.0,5.7,5.1,5.3
Love in a Puff,7.1,"2,552","1,525",509,0,316,"1,361",303,0,207,"1,005",254,0,98,332,40,tt1602479,-,7.3,7.2,6.8,-,7.3,7.2,6.7,-,7.4,7.1,6.7
Major Dad,6.6,"2,804","1,377",628,0,54,877,980,0,30,574,679,0,24,285,277,tt0096643,-,7.5,6.4,6.5,-,7.4,6.1,6.4,-,7.5,7.3,7.1
Mars Attacks!,6.4,"222,874","145,269","24,972",47,"17,399","109,816","38,211",36,"13,701","92,457","33,142",9,"3,312","16,076","4,452",tt0116996,6.5,6.3,6.3,6.5,6.5,6.3,6.3,6.5,6.7,6.4,6.3,6.6
Marshall,7.2,"23,713","13,899","3,479",9,"2,587","8,929","4,735",6,"1,983","7,177","3,646",1,524,"1,621",996,tt5301662,6.7,7.4,7.1,7.3,7.2,7.3,7.1,7.2,7.0,7.7,7.4,7.7
My Boss's Daughter,4.7,"29,247","18,381","5,349",1,"3,156","16,596","3,446",1,"2,056","12,851","2,906",0,"1,047","3,597",500,tt0270980,3.0,5.0,4.7,4.4,3.0,5.1,4.7,4.4,-,4.8,4.3,4.5
Mystery Men,6.1,"66,475","44,149","6,773",5,"2,826","31,937","15,195",4,"2,426","27,368","12,954",1,347,"4,194","2,010",tt0132347,7.2,6.2,6.0,6.1,7.0,6.2,6.0,6.1,8.0,6.0,6.0,6.3
Oldsters,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt12606020,0,0,0,0,0,0,0,0,0,0,0,0
Once Upon a Time in America,8.4,"339,425","224,977","24,945",123,"35,985","144,936","58,960",99,"31,285","129,987","51,449",16,"3,925","13,226","6,549",tt0087843,8.5,8.5,8.3,8.3,8.7,8.6,8.3,8.3,8.2,8.2,8.1,8.1
Open Season 2,5.5,"23,641","13,978","3,766",43,"4,994","9,569","2,371",36,"3,666","7,516","1,975",4,"1,202","1,977",367,tt1107365,5.3,5.5,5.6,5.5,5.3,5.4,5.5,5.4,5.2,5.8,5.9,5.8
Osmosis Jones,6.3,"35,428","22,488","4,297",15,"5,265","16,221","4,461",12,"4,045","13,587","3,853",2,"1,082","2,462",534,tt0181739,5.9,6.4,6.3,6.2,6.4,6.4,6.3,6.1,4.0,6.7,6.4,6.5
Poseidon,5.7,"103,042","70,151","13,613",14,"10,429","53,279","17,999",12,"7,908","44,461","15,399",1,"2,346","8,335","2,355",tt0409182,6.1,5.9,5.6,5.6,5.9,5.8,5.6,5.6,8.0,6.2,5.8,5.9
Rhyme & Reason,7.4,881,653,41,0,65,485,138,0,57,455,123,0,8,22,9,tt0120014,-,7.6,7.5,6.8,-,7.6,7.5,6.8,-,8.3,8.2,6.7
Same Kind of Different as Me,6.6,"8,057","3,824","1,862",3,469,"2,380","2,398",3,292,"1,598","1,584",0,155,738,774,tt1230168,8.3,6.8,6.4,6.6,8.3,6.6,6.3,6.4,-,7.3,6.7,7.3
School of Rock,7.2,"297,747","179,376","43,743",127,"49,651","133,529","31,365",105,"36,236","107,590","26,104",19,"12,140","24,322","4,681",tt0332379,7.6,7.4,7.1,7.0,7.6,7.4,7.1,7.0,7.6,7.3,7.0,7.2
Snervous Tyler Oakley,5.4,473,179,147,0,140,138,40,0,53,86,32,0,83,50,7,tt5073746,-,6.3,4.9,5.0,-,6.1,4.7,4.8,-,6.4,5.2,5.6
Tears of the Sun,6.6,"120,235","87,905","7,971",6,"8,529","64,152","20,007",5,"7,591","58,709","17,750",1,778,"4,800","2,001",tt0314353,7.8,6.9,6.6,6.5,7.9,6.8,6.6,6.5,6.0,7.1,6.7,6.6
The Blue Lagoon,5.8,"68,275","36,695","17,103",15,"8,166","31,735","12,507",8,"3,840","21,540","9,958",6,"4,125","9,817","2,346",tt0080453,5.0,6.0,5.8,5.5,5.3,5.8,5.7,5.4,4.3,6.4,6.1,5.8
The Golden Child,5.9,"55,514","37,854","4,613",7,"1,719","23,609","15,764",6,"1,442","20,836","13,854",1,246,"2,439","1,700",tt0091129,4.6,5.8,6.0,5.9,4.4,5.7,5.9,5.9,8.0,5.9,6.0,6.1
The Guns of Navarone,7.5,"49,707","35,767","2,704",9,"2,043","17,615","17,746",7,"1,848","16,360","16,158",1,168,"1,078","1,362",tt0054953,8.2,7.5,7.5,7.6,8.1,7.5,7.5,7.6,7.0,7.6,7.3,7.6
The Interview,6.5,"323,283","211,865","31,473",62,"68,002","133,593","25,932",50,"57,040","115,645","22,518",6,"9,708","16,135","2,944",tt2788710,6.5,6.8,6.4,6.1,6.9,6.9,6.4,6.1,4.4,6.7,6.3,6.1
The Nutty Professor,5.7,"115,471","74,938","13,400",26,"11,439","58,072","16,270",20,"8,913","48,924","14,016",5,"2,277","8,504","2,023",tt0117218,5.1,5.7,5.6,5.6,5.3,5.7,5.7,5.6,3.2,5.5,5.2,5.5
The Nutty Professor II: The Klumps,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt7243372,0,0,0,0,0,0,0,0,0,0,0,0
Turning Point: 9/11 and the War on Terror,8.0,"8,622","4,711",882,6,"1,165","3,132",966,3,874,"2,641",773,2,229,403,167,tt15260794,4.6,8.1,7.9,7.8,8.3,8.1,7.9,7.7,5.5,8.3,8.1,8.2
Welcome Home Roscoe Jenkins,5.5,"14,508","9,656","1,946",2,"1,479","7,446","2,326",1,"1,169","6,296","1,833",1,287,"1,087",469,tt0494652,4.0,5.7,5.4,5.3,7.0,5.6,5.4,5.1,1.0,5.8,5.6,6.1
In the Line of Fire,7.2,"101,206","70,842","6,192",19,"4,936","42,239","27,614",18,"4,478","38,998","24,445",1,349,"2,776","2,784",tt0107206,7.8,7.2,7.1,7.3,7.9,7.3,7.1,7.3,7.0,7.1,7.0,7.3
Sparking Joy,6.2,318,81,119,0,52,110,28,0,15,47,12,0,36,59,15,tt14550060,-,6.4,6.2,5.4,-,5.3,5.6,4.4,-,6.9,6.7,6.3
Untold: Crime & Penalties,7.4,"3,103","1,871",192,0,327,"1,273",373,0,274,"1,141",320,0,36,103,37,tt15101956,-,7.4,7.4,7.3,-,7.4,7.4,7.3,-,7.0,7.0,7.5
Hometown Cha-Cha-Cha,8.6,"8,804","1,511","1,892",13,"1,080","1,389",540,7,381,625,271,5,632,714,250,tt14518756,9.0,8.6,8.4,8.3,8.8,8.5,8.2,8.1,8.9,8.6,8.6,8.5
The Ingenuity of the Househusband,6.8,377,141,91,0,70,110,31,0,44,63,20,0,25,42,10,tt15170710,-,7.0,6.4,7.1,-,6.9,6.3,7.2,-,7.2,6.4,6.3
2 Alone in Paris,5.4,"2,460","1,747",193,0,344,"1,203",346,0,277,"1,076",316,0,50,106,25,tt1077097,-,5.7,5.4,5.1,-,5.7,5.4,5.1,-,5.8,6.0,4.2
Bread Barbershop,7.4,121,30,25,1,11,28,8,1,4,16,4,0,7,12,4,tt12912830,10.0,7.3,7.2,5.9,10.0,8.8,6.4,6.3,-,7.1,8.2,8.8
Thimmarusu,7.4,"1,446",483,17,5,153,256,22,5,141,242,20,0,6,9,1,tt13310936,8.8,7.1,6.8,6.4,8.8,7.1,6.8,6.3,-,8.2,7.6,9.0
Wind River,7.7,"239,479","143,681","25,300",64,"34,092","91,170","31,286",48,"28,038","76,829","25,975",9,"5,165","12,852","4,694",tt5362988,8.1,7.9,7.6,7.6,8.3,7.9,7.6,7.6,8.1,7.8,7.6,7.8
C Kkompany,5.5,"1,101",808,41,0,197,576,37,0,188,546,30,0,5,27,7,tt1170399,-,5.6,5.5,6.0,-,5.6,5.5,6.0,-,6.1,5.6,5.8
D.P.,8.3,"4,290","1,327",660,12,588,849,356,6,339,570,259,3,209,255,85,tt13024974,8.5,8.4,8.1,8.0,8.1,8.3,7.9,7.9,8.3,8.7,8.4,8.3
Deadly Sins,4.6,505,285,58,0,19,172,152,0,11,134,137,0,8,34,14,tt0112830,-,4.4,4.7,4.5,-,3.9,4.7,4.4,-,5.0,4.6,4.9
EMI: Liya Hai To Chukana Padega,4.4,604,463,40,0,52,391,43,0,50,361,35,0,1,29,8,tt1221133,-,3.9,4.4,5.4,-,3.9,4.4,5.4,-,6.0,4.7,6.1
He's All That,4.3,"22,810","5,233","5,223",70,"3,375","5,174","1,238",36,"1,349","2,541",743,20,"1,717","2,446",452,tt4590256,2.8,4.1,4.5,5.0,3.2,3.7,4.4,4.8,1.7,4.4,4.7,5.3
I Heart Arlo,7.1,192,77,36,4,32,51,22,3,19,38,15,1,12,13,7,tt13573450,6.8,8.1,6.3,5.1,8.7,8.4,5.9,4.8,1.0,7.7,8.7,5.4
King of Boys: The Return of the King,6.5,240,59,22,1,8,42,17,1,6,32,10,0,2,8,6,tt15192042,10.0,7.6,6.0,3.2,10.0,8.7,5.3,2.5,-,4.0,7.9,4.4
Koi Aap Sa,5.6,261,137,52,0,44,124,14,0,33,90,9,0,11,32,5,tt0488840,-,6.1,5.3,6.1,-,6.0,5.2,5.5,-,6.9,7.1,7.5
Krishna Cottage,5.1,"1,134",726,68,1,251,443,46,1,227,415,37,0,21,28,9,tt0408976,8.0,5.2,4.8,4.9,8.0,5.2,4.8,4.7,-,5.0,4.8,6.0
Kucch To Hai,4.4,906,648,75,0,111,547,45,0,101,492,36,0,9,53,9,tt0348662,-,4.8,4.2,4.0,-,4.7,4.2,4.2,-,6.2,4.0,3.0
Kyaa Kool Hai Hum,6.1,"3,476","2,556",158,0,716,"1,774",107,0,681,"1,672",85,0,29,98,22,tt0456500,-,6.0,6.2,5.6,-,6.0,6.2,5.4,-,4.8,5.8,6.0
Kyaa Kool Hain Hum 3,1.9,"4,321","2,701",111,0,"1,175","1,298",100,0,"1,136","1,237",85,0,31,55,15,tt5290620,-,1.9,1.9,2.2,-,1.8,1.9,2.2,-,2.9,2.4,1.7
Kyaa Super Kool Hain Hum,5.0,"3,880","2,974",122,0,"1,029","1,851",90,0,996,"1,776",73,0,28,70,16,tt2027138,-,5.3,4.9,4.2,-,5.3,4.9,4.1,-,4.6,4.8,4.8
Kyo Kii... Main Jhuth Nahin Bolta,5.3,"2,162","1,519",112,1,394,"1,077",68,1,362,"1,009",52,0,27,61,16,tt0297241,7.0,5.5,5.1,5.1,7.0,5.5,5.2,5.0,-,4.9,4.2,5.5
"LSD: Love, Sex Aur Dhokha",7.2,"5,607","4,434",283,0,803,"3,532",252,0,750,"3,336",207,0,46,184,39,tt1608777,-,7.2,7.3,6.4,-,7.2,7.3,6.4,-,6.9,6.7,5.8
Mission Istaanbul: Darr Ke Aagey Jeet Hai,3.5,"1,152",876,58,0,180,645,80,0,171,608,64,0,7,36,13,tt1179781,-,3.9,3.2,3.7,-,3.9,3.2,3.5,-,4.9,3.3,5.3
Once Upon a Time in Mumbaai,7.4,"17,394","12,211",639,7,"4,006","7,414",470,7,"3,819","7,017",399,0,150,355,67,tt1395054,6.8,7.7,7.2,6.5,6.8,7.7,7.2,6.5,-,7.3,7.1,7.1
Once Upon a Time in Mumbai Dobaara!,4.6,"7,114","4,520",334,3,"1,889","2,478",187,3,"1,778","2,301",146,0,99,166,41,tt1891884,5.0,4.8,4.4,4.7,5.0,4.8,4.3,4.4,-,5.6,4.9,6.1
Ragini MMS,5.1,"2,611","1,978",188,0,477,"1,483",141,0,448,"1,350",114,0,26,128,25,tt1890513,-,5.1,5.1,4.9,-,5.2,5.2,4.9,-,5.2,4.0,4.4
Ragini MMS 2,3.9,"2,859","2,049",115,0,726,"1,202",105,0,684,"1,143",87,0,34,53,17,tt2609218,-,3.9,3.9,3.6,-,3.9,3.8,3.6,-,3.7,4.7,4.2
Rebellion,7.4,"323,438","228,740","32,144",29,"31,462","184,682","37,282",20,"26,493","161,144","31,840",5,"4,466","21,529","4,813",tt0238380,6.9,7.3,7.5,7.1,7.3,7.3,7.4,7.1,6.2,7.5,7.6,7.5
RIDE ON TIME,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt12744114,0,0,0,0,0,0,0,0,0,0,0,0
SAS: Rise of the Black Swan,5.2,"17,210","8,620","2,099",12,"1,083","4,694","4,124",7,786,"3,788","3,136",1,225,779,871,tt4479380,4.3,5.2,5.0,5.3,5.2,5.1,4.9,5.2,3.0,5.4,5.3,6.5
Shootout at Lokhandwala,7.1,"10,057","7,341",315,2,"1,989","4,839",376,2,"1,922","4,620",325,0,49,196,49,tt0811066,8.5,7.5,7.0,6.3,8.5,7.5,7.0,6.2,-,7.0,6.6,7.1
Shor In the City,7.2,"3,702","2,937",160,1,578,"2,255",166,0,555,"2,138",136,1,16,108,28,tt1916728,7.0,7.4,7.2,6.5,-,7.4,7.2,6.5,7.0,6.9,7.3,6.6
The Dirty Picture,6.6,"9,488","6,693",787,2,"1,863","4,875",416,0,"1,670","4,376",343,2,173,475,69,tt1954206,5.0,6.7,6.6,6.4,-,6.7,6.6,6.3,5.0,6.7,6.6,7.1
Titletown High,5.5,307,150,16,1,29,90,40,1,20,85,33,0,3,5,5,tt15192032,8.0,5.5,5.2,4.9,8.0,5.3,5.3,4.6,-,6.0,4.6,7.9
EDENS ZERO,7.3,"1,183",455,56,2,170,234,45,1,137,205,40,1,23,22,2,tt13167196,8.5,7.1,6.8,6.6,10.0,7.0,6.7,6.5,7.0,7.9,7.1,8.0
Family Reunion,6.5,"2,521",651,729,10,222,670,345,1,93,314,165,6,111,335,172,tt9153270,7.3,6.6,6.2,6.0,10.0,6.1,5.6,5.6,7.6,6.9,6.9,6.7
"Bob Ross: Happy Accidents, Betrayal & Greed",7.0,"5,559","3,092",804,1,553,"2,224",892,1,415,"1,759",686,0,117,415,190,tt14539744,6.0,6.9,6.9,7.0,6.0,6.9,6.9,6.9,-,7.1,7.0,7.3
Clickbait,7.2,"48,117","16,628","10,910",22,"4,595","14,244","6,667",14,"2,250","8,343","4,069",6,"1,947","5,312","2,330",tt10888878,6.2,7.2,7.2,7.2,7.8,7.1,7.1,7.1,4.4,7.4,7.3,7.6
John of God: The Crimes of a Spiritual Healer,6.5,748,364,150,0,59,279,139,0,28,198,103,0,29,77,32,tt15233856,-,6.6,6.5,6.6,-,7.0,6.4,6.5,-,6.0,6.6,6.8
Motel Makeover,4.8,664,168,204,0,55,203,87,0,23,92,34,0,30,105,48,tt15128558,-,5.6,4.8,4.7,-,4.9,5.0,5.2,-,6.2,4.8,4.8
Open Your Eyes,7.7,"68,363","44,831","9,879",11,"4,575","35,913","13,320",8,"3,414","29,026","11,058",3,"1,068","6,432","2,046",tt0125659,7.1,7.8,7.8,7.6,7.3,7.8,7.8,7.6,8.3,7.8,7.7,7.5
Post Mortem: No One Dies in Skarnes,7.1,"3,087","1,414",632,0,170,852,863,0,91,544,637,0,73,283,204,tt13053222,-,7.0,7.0,7.1,-,7.1,6.9,7.1,-,7.0,7.2,7.2
Really Love,6.1,772,209,216,0,76,200,112,0,26,96,70,0,42,102,39,tt8722624,-,6.4,6.1,5.6,-,6.4,5.9,5.2,-,6.4,6.3,6.6
The November Man,6.3,"67,167","48,984","5,632",9,"7,016","30,893","13,835",4,"6,033","27,699","12,166",4,886,"2,822","1,434",tt2402157,6.8,6.4,6.1,6.4,7.3,6.4,6.1,6.4,6.5,6.5,6.2,6.5
The Old Ways,5.4,"5,453","2,821",763,1,508,"1,947",884,1,348,"1,505",712,0,134,400,152,tt12829958,7.0,5.3,5.4,5.4,7.0,5.3,5.4,5.4,-,5.4,5.5,5.8
The River Runner,7.0,"1,513",780,115,0,121,521,192,0,86,462,161,0,25,55,24,tt15293256,-,6.9,6.9,6.9,-,6.9,6.9,6.9,-,6.7,6.7,7.5
The Water Man,5.4,"3,608","2,009",390,4,245,"1,220",764,1,189,"1,003",646,1,49,190,101,tt4779326,3.5,5.8,5.3,5.5,4.0,5.8,5.2,5.4,1.0,6.0,5.7,6.4
Wheel of Fortune,6.7,"3,086","1,720",590,3,358,"1,213",621,2,260,891,456,1,88,306,155,tt0072584,5.7,6.7,6.8,6.5,6.0,6.7,6.8,6.4,5.0,6.7,7.0,6.8
Count Me In,6.8,"1,636",939,132,1,95,365,551,1,84,312,470,0,10,43,69,tt6889042,7.0,6.6,6.7,6.9,7.0,6.7,6.7,6.9,-,6.3,6.7,7.1
Oggy Oggy,6.4,35,11,3,0,2,10,2,0,1,8,2,0,1,2,0,tt11194006,-,10.0,6.7,5.0,-,10.0,6.7,5.0,-,10.0,8.0,-
Untold: Caitlyn Jenner,6.4,"2,347","1,134",501,1,233,956,372,0,132,681,246,0,85,254,115,tt15101946,4.0,6.4,6.4,6.1,-,6.3,6.3,6.0,-,6.6,6.6,6.6
Boomika,6.0,"2,483",880,167,6,491,420,54,6,394,364,44,0,92,54,7,tt11073148,7.5,6.6,5.1,4.4,7.5,6.5,5.2,4.4,-,7.0,4.9,5.3
Boomika (Hindi),0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT FOUND,0,0,0,0,0,0,0,0,0,0,0,0
Boomika (Malayalam),0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT FOUND,0,0,0,0,0,0,0,0,0,0,0,0
Boomika (Telugu),0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT FOUND,0,0,0,0,0,0,0,0,0,0,0,0
The Witcher: Nightmare of the Wolf,7.3,"40,617","21,527","2,208",51,"7,071","12,319","2,131",44,"6,071","10,970","1,871",1,671,"1,095",209,tt11657662,7.4,7.4,7.2,6.8,7.6,7.4,7.2,6.8,10.0,7.3,7.2,7.2
Manifest,7.2,"48,847","16,426","11,452",34,"4,234","11,648","9,213",14,"2,049","6,445","5,563",13,"1,821","4,714","3,294",tt8421350,7.6,7.6,7.0,7.0,7.9,7.3,6.7,6.7,8.1,7.8,7.4,7.6
Comedy Premium League,4.6,"1,460",571,62,1,214,275,14,1,196,245,11,0,12,26,3,tt14167428,5.0,5.0,4.5,4.4,5.0,4.9,4.3,4.7,-,5.6,6.1,3.0
Everything Will Be Fine,5.4,"6,168","3,595","1,404",0,625,"2,687","1,500",0,385,"1,834","1,213",0,230,811,266,tt1707380,-,5.6,5.3,5.7,-,5.7,5.3,5.7,-,5.5,5.4,5.6
Gunshot,6.8,584,336,52,1,169,165,24,1,141,134,21,0,16,26,2,tt8098636,8.0,7.1,6.6,6.2,8.0,7.1,6.7,6.1,-,7.2,6.5,6.0
Korean Cold Noodle Rhapsody,7.4,12,4,4,0,1,6,1,0,1,2,1,0,0,3,0,tt15772846,-,5.0,8.1,7.0,-,5.0,8.5,7.0,-,-,7.7,-
Man in Love,7.0,"1,502",601,266,3,264,451,107,1,132,326,77,2,97,105,24,tt14428606,5.3,6.9,7.0,6.7,5.0,6.9,7.0,6.5,5.5,6.8,7.0,7.4
Sweet Girl,5.5,"29,830","15,158","3,180",14,"2,629","9,496","4,796",8,"1,942","7,776","3,810",2,505,"1,445",834,tt10731768,4.0,5.4,5.3,5.6,6.0,5.4,5.3,5.5,3.5,5.7,5.6,6.1
The Chair,7.2,"15,475","4,496","4,654",6,"1,441","4,404","2,750",2,539,"2,025","1,506",2,807,"2,236","1,138",tt11834150,4.6,7.3,7.1,7.2,7.5,7.2,7.0,7.0,5.5,7.3,7.3,7.5
The Loud House Movie,6.3,"1,678",470,131,27,186,290,73,19,126,222,61,7,50,54,11,tt6714432,5.8,6.6,6.1,5.7,5.9,6.7,6.0,5.8,4.6,6.4,6.6,5.4
A Faraway Land,4.8,132,52,27,0,11,43,17,0,4,25,15,0,7,16,2,tt15260940,-,7.3,4.5,5.5,-,7.2,4.6,5.6,-,6.9,3.9,2.0
Like Crazy,6.6,"61,287","27,191","23,215",4,"12,620","30,861","5,133",2,"4,991","17,168","3,781",2,"7,398","13,302","1,262",tt1758692,6.3,6.8,6.7,6.3,7.0,6.8,6.7,6.3,6.0,6.8,6.7,6.2
Black Island,5.2,"2,572","1,237",407,3,229,795,524,3,145,567,407,0,69,200,99,tt12881516,6.7,5.1,5.1,5.3,6.7,5.2,5.1,5.3,-,4.9,5.0,5.4
Bombay,6.5,"64,987","41,144","8,416",16,"4,295","36,567","6,799",11,"3,351","30,138","5,598",3,827,"5,998","1,105",tt0104868,6.5,6.6,6.6,6.0,6.2,6.5,6.5,5.9,7.0,6.9,6.9,6.4
Go! Go! Cory Carson,7.9,236,113,40,2,24,99,21,1,12,72,17,0,7,26,3,tt8115702,10.0,6.9,8.0,7.7,10.0,6.0,7.9,7.6,-,8.5,8.5,10.0
Memories of a Murderer: The Nilsen Tapes,6.3,"2,932","1,445",544,2,368,"1,111",424,2,201,814,316,0,145,269,92,tt15085784,6.5,6.4,6.3,6.3,6.5,6.4,6.3,6.2,-,6.3,6.3,6.6
Nneka The Pretty Serpent,3.8,117,50,17,0,8,26,27,0,5,22,18,0,3,4,8,tt13809646,-,4.9,3.8,3.4,-,4.6,3.9,3.6,-,6.3,3.8,3.0
